Headlines,Fecha
1183. Santander: la banca de inversión cree que su estrategia da alas a más dividendo,2024-12-10
1184. Los bancos del Ibex con más margen de subida en 2025,2024-12-09
1185. BBVA dispara los premios del 'Plan Amigo' para captar más clientes,2024-12-09
"1186. ""No hay que temer a los fondos soberanos, son inversores estables""",2024-12-09
1187. ¿Se ha abierto la veda de las operaciones hostiles en el sector financiero?,2024-12-09
1188. La ley limita las condiciones que el Gobierno puede poner a la posible fusión de BBVA y Sabadell,2024-12-08
"1189. La banca, artífice de casi la mitad de la subida anual del Ibex",2024-12-06
1190. El Ibex sigue en racha y cierra sobre los 12.000 puntos por primera vez desde enero de 2010,2024-12-05
1191. La CNMV aprobará la opa de BBVA cuando se conozca el dictamen de la CNMC,2024-12-05
"1192. González-Bueno espera un ""tremendo apetito"" por las fusiones nacionales en 2025",2024-12-04
"1193. Gortázar afirma que el 'impuestazo' ""no está justificado"" y prevé un 2025 ""razonablemente bueno""",2024-12-04
1194. Los bancos ofrecerán transferencias inmediatas gratis desde enero,2024-12-04
1195. Sabadell arrebata a BBVA un contrato público en plena opa,2024-12-04
"1196. Genç: la opa de BBVA sobre Sabadell ""sigue valiendo la pena, sin duda""",2024-12-03
1197. Más de quince entidades presentarán alegaciones contra la opa de BBVA sobre Sabadell,2024-12-03
"1198. Qué opina Paramés de Inditex, Técnicas, Vocento y Teva",2024-12-03
"1199. El crédito a empresas, en récord de dos años en plena ofensiva bancaria",2024-12-03
"1200. La Primera de Expansión sobre Paramés, Stellantis, Sabadell, Biden y Rumanía",2024-12-02
1201. Sabadell se blinda ante fugas de liquidez en plena opa hostil,2024-12-02
1202. La gran frustración: España se queda sin 10 transacciones por 55.000 millones en 2024,2024-12-02
1203. La CNMC señala que debe haber un interés legítimo para personarse en la opa de BBVA sobre Sabadell,2024-12-02
1204. Caja Ingenieros prevé crecer en 2025 y mejorar eficiencia con la llegada del nuevo director general,2024-12-01
1205. BBVA mantendrá las oficinas de empresas de Banco Sabadell,2024-11-29
1206. Sabadell nombra a Marc Armengol nuevo consejero delegado de TSB,2024-11-29
"1207. La Primera de Expansión sobre Grifols, STC, Telefónica, CriteriaCaixa, BBVA y Sabadell",2024-11-29
1208. El Ibex recupera los 11.600 puntos sin la referencia de Wall Street,2024-11-28
1209. La la patronal valenciana se personará ante la CNMC por la OPA de BBVA sobre Sabadell,2024-11-28
1210. Los bancos europeos se lanzan al M&A por 50.000 millones,2024-11-28
"1211. La Primera de Expansión sobre Grifols, Sabadell, Cox, Microsoft, Mark Zuckerberg y Teresa Ribera",2024-11-28
1212. Sabadell puede entorpecer la opa por la vía de la recompra de acciones,2024-11-28
1213. La mano derecha española de Gilinski en Metro Bank,2024-11-28
1214. BBVA impulsa las carteras de inversión para crecer entre grandes clientes,2024-11-28
1215. Competencia catalana se persona ante la CNMC contra la opa,2024-11-27
"1216. La Primera de Expansión sobre Stellantis, Santander, BBVA, Indra, Samsung y China",2024-11-27
1217. Ibercaja prevé acelerar en banca de empresas con la opa de BBVA,2024-11-27
"1218. México lastra BBVA, Sabadell, Santander y Mapfre en Bolsa",2024-11-27
1219. Bruselas autoriza la opa de BBVA por Sabadell,2024-11-26
1220. Ibercaja cree que habrá suficientes entidades para las pymes si Sabadell desaparece,2024-11-26
"1221. El CEO de Sabadell, ante la opa de BBVA, dice que el ""libre albedrío"" de mercado llevaría a monopolio",2024-11-26
1222. Bizkaia reactiva su fondo con ventajas fiscales para apoyar la innovación de pymes,2024-11-25
1223. El doble órdago de Orcel para superar a Santander y hacer de UniCredit el mayor banco del euro,2024-11-25
1224. Soltec tiene 361 millones de agujero que amenaza a mil empresas,2024-11-25
1225. Opa de Brookfield sobre Grifols; así han acabado sus 10 precedentes ingleses de 2024,2024-11-25
1226. El despliegue de las medidas de ayudas reduce el riesgo de los bancos por los efectos de la DANA,2024-11-25
1227. El impuesto y los tipos pulverizan 5.000 millones del valor de la banca en Bolsa,2024-11-23
"1228. El Ibex, rezagado por la banca, salda la semana con un alza del 0,2%",2024-11-22
1229. Los empresarios de Pontevedra se personan en el expediente de la opa BBVA-Sabadell,2024-11-22
1230. Los tres grandes bancos pagarán 1.200 millones con el nuevo impuesto,2024-11-22
1231. Los mejores valores de dividendo del Ibex para fortalecer la cartera,2024-11-21
1232. Competencia ve riesgo de que la opa de BBVA reduzca el crédito a pymes,2024-11-21
1233. Foment se personará ante la CNMC por la opa de BBVA sobre Banco Sabadell,2024-11-20
"1234. El Ibex cierra plano, pendiente de la geopolítica y de Nvidia",2024-11-20
1235. BBVA lanza una campaña en la que sus accionistas invitan a los de Sabadell a dialogar sobre la opa,2024-11-20
1236. BBVA gana la batalla por financiar al capital riesgo con la opa como acicate,2024-11-20
1237. El ráting AAA se extingue: solo lo tienen bancos europeos y dos empresas de EEUU,2024-11-20
1238. Cómo un directivo puede evitar presentarse como 'hombre anuncio',2024-11-20
"1239. La Primera de Expansión sobre Hotelbeds, Iberdrola, Endesa, BBVA, CaixaBank y KPMG",2024-11-19
"1240. Deutsche Bank ve ""muy probable"" que BBVA pague 2.000 millones más por Sabadell",2024-11-19
1241. Sabadell será la sede fija de la colección de arte de Banco Sabadell,2024-11-18
1242. Deutsche Bank da vía libre a BBVA para relanzar su subida en el Ibex,2024-11-18
1243. Nuevo escenario de la opa de BBVA sobre Sabadell,2024-11-18
1244. Sabadell gana cuota de mercado en hipotecas en plena opa de BBVA,2024-11-18
"1245. Caixabank, Sabadell, Santander, BBVA y Caixa Popular se adhieren a la Línea de Avales ICO DANA",2024-11-16
1246. Lo que Cuerpo no le contará a BlackRock,2024-11-16
1247. CaixaBank tiene un escudo de 37.000 millones contra la rebaja de tipos,2024-11-15
1248. La Cataluña tranquila de Illa cumple 100 días,2024-11-15
1249. Accionistas minoritarios de Sabadell se personan en el expediente de la opa de BBVA,2024-11-15
"1250. Inversores y empresas de la City, pendientes de la reforma tributaria de España",2024-11-15
1251. Santander y BBVA afinan la estrategia para reducir riesgos en sus CoCos,2024-11-15
1252. Brookfield y la banca ultiman el préstamo para la opa de Grifols,2024-11-15
1253. Santander y BBVA se mantienen como los únicos defensores de la presidencia ejecutiva,2024-11-14
"1254. La Primera de Expansión sobre Merlin, Colonial, BBVA, CaixaBank, coches chinos, Twitter y Trump",2024-11-14
1255. La CNMC convierte su decisión técnica sobre BBVA y Sabadell en un asunto político,2024-11-14
1256. El Ibex pone freno a las caídas y mantiene los 11.300 puntos,2024-11-13
"1257. González-Bueno: ""Que la opa se alargue ayuda a que se ponga toda la información sobre la mesa""",2024-11-13
"1258. BBVA confía en que las condiciones de la CNMC ""no sean inviables""",2024-11-13
1259. BBVA parte hoy con la referencia bajista de su -3% en Wall Street,2024-11-13
"1260. La Primera de Expansión sobre BBVA, Sabadell, las Socimis, Elon Musk, los robotaxis de Alphabet y el Bitcoin",2024-11-13
1261. Competencia complica la opa de BBVA sobre Sabadell y la alarga hasta el verano de 2025,2024-11-13
1262. La CNMC frustra los planes de BBVA sobre Sabadell,2024-11-13
1263. La opa y el difícil dilema al que se enfrenta la CNMV,2024-11-13
1264. BBVA-Sabadell: así son las duras consecuencias del envío de la opa hostil a la Fase 2,2024-11-12
1265. El Ibex cae a mínimos de dos meses por el temor a la política comercial de Trump,2024-11-12
"1266. La Primera de Expansión sobre reforma fiscal, ACS, BBVA y Sabadell, Elon Musk, Amazon y el récord del Bitcoin",2024-11-12
1267. BBVA y Sabadell disparan la compra de deuda española en la opa,2024-11-12
1268. Openchip prevé tener listo su propio microprocesador en 2026,2024-11-11
1269. La CNMC decide mañana sobre la OPA de BBVA sobre Sabadell,2024-11-11
"1270. Santander lidera el crédito a grandes empresas, pero BBVA recupera impulso",2024-11-11
1271. La CNMC apura la decisión en la opa de BBVA sobre Sabadell,2024-11-11
1272. Deutsche acelera en empresas medianas en plena opa a Sabadell,2024-11-11
1273. Competencia tomará esta semana una decisión sobre la opa de BBVA sobre Sabadell,2024-11-10
1274. La opa hostil limita el potencial en Bolsa de Sabadell,2024-11-09
1275. La salida de Buenaventura de la CNMV no afectará a los plazos de la opa a Sabadell,2024-11-08
1276. El nombramiento de Buenaventura en Iosco abre la sucesión en la CNMV,2024-11-07
1277. Sabadell replica los bandazos de BBVA en el Ibex,2024-11-07
1278. La victoria de Trump resta a la banca 10.000 millones en Bolsa,2024-11-07
1279. CaixaBank cambia su plan de comisiones 'Día a Día' para fidelizar más a los clientes,2024-11-07
1280. Sabadell calcula que la opa de BBVA destruirá 4.000 empleos en España,2024-11-06
"1281. Claudia Buch: ""La competencia bancaria puede plantear riesgos a nivel nacional""",2024-11-04
1282. Bancos europeos frente a estadounidenses: ¿es el tamaño la diferencia?,2024-11-03
1283. La banca gana un 20% más y cerrará un año récord,2024-11-02
1284. Sabadell: La opa centra toda la atención,2024-11-01
1285. El Ibex 35 despide el mes de octubre como el mejor índice europeo en el año,2024-11-01
"1286. El Ibex pierde los 11.700 puntos y salda octubre con una caída del 1,7%",2024-10-31
"1287. Genç: ""La incertidumbre no es buena ni para los accionistas de BBVA ni para los de Sabadell""",2024-10-31
1288. La opa de BBVA le quita a Sabadell un cuarto del riesgo que le daba el mercado de deuda,2024-10-31
1289. BBVA sigue siendo el Rey,2024-10-31
1290. Sabadell sigue su escalada,2024-10-31
"1291. La Primera de Expansión sobre los resultados récord de BBVA, CaixaBank y Sabadell, Samsung, PwC y Microsoft",2024-10-31
1292. Sabadell gana en nueve meses 1.295 millones e iguala el beneficio de todo el año pasado,2024-10-31
1293. La CNMC decidirá a mediados de noviembre sobre la opa de BBVA sobre Sabadell,2024-10-30
1294. Sabadell se carga de liquidez para fortalecer sus resultados,2024-10-30
1295. Santander descarta ajustes en España tras recortar 1.400 empleos en Reino Unido,2024-10-29
"1296. La Primera de Expansión sobre los resultados de Santander, BBVA, Capital Energy, Meta, HSBC y PwC",2024-10-29
1297. BBVA trata 'in extremis' de lograr el sí de Competencia a la opa sobre Sabadell,2024-10-29
1298. Sabadell retrasará el anuncio de una mejora del dividendo,2024-10-29
1299. La CNMC calienta para la opa BBVA-Sabadell al tumbar la gran fusión de la publicidad exterior,2024-10-28
"1300. El mandato de la cúpula de la CNMV, otra incógnita para la opa BBVA-Sabadell",2024-10-27
1301. De BBVA a Emirates: la nueva red de Bruselas atrapa más de 100 opas y fusiones en Europa,2024-10-27
"1302. JPMorgan, Lazard y Goldman Sachs lideran la resurrección del M&A en España",2024-10-27
1303. Los grandes inversores suben su apuesta por la banca,2024-10-26
1304. BlackRock amplía su goteo diario de compras en Banco Sabadell,2024-10-25
"1305. La Primera de Expansión sobre reforma fiscal, BBVA, Santander, Boeing, Trump y Elon Musk",2024-10-24
1306. Bruselas inicia el trámite para autorizar la opa de BBVA por Sabadell,2024-10-24
1307. La banca llega a los resultados más barata que el Ibex 35,2024-10-24
"1308. FemCat, preocupada por la pérdida de centros de decisión en Catalunya",2024-10-23
"1309. BBVA, Telefónica, Talgo, Commerzbank, Sanofi y Ouigo: los ataques de Papá Estado",2024-10-23
1310. El mayor bajista de la banca juega en contra de CaixaBank y Bankinter,2024-10-23
1311. BBVA asegura que Sabadell no podría encontrar una oferta mejor,2024-10-22
"1312. Escrivá: ""El Gobierno debe pedir al Banco de España un informe antes de autorizar la fusión de BBVA y Sabadell""",2024-10-22
1313. La Generalitat confía en el fracaso de la opa sobre Sabadell y Pimec pide nuevos estudios,2024-10-21
"1314. La Primera de Expansión sobre Masdar, Santander, BBVA, el PIB de China, Elon Musk y Perplexity",2024-10-21
"1315. La presentación de resultados, un nuevo hito en la pelea BBVA-Sabadell",2024-10-21
1316. Por qué las fusiones bancarias vuelven a estar sobre la mesa,2024-10-21
1317. Uno de los mayores accionistas de BBVA vende su participación por la opa hostil sobre Sabadell,2024-10-20
1318. Los fondos de Bolsa española compiten por ser los más rentables,2024-10-19
"1319. El Ibex salva los 11.900 puntos y gana en la semana un 1,75%",2024-10-18
"1320. ESPECIAL | Entrevista con Gloria Ortiz, consejera delegada de Bankinter",2024-10-18
1321. El rey del Ibex que sube un 540% desde 2021 y destaca por su dividendo,2024-10-18
"1322. Torres: ""Queremos crear con Sabadell un banco más fuerte, robusto y eficiente""",2024-10-17
"1323. González-Bueno: ""La previsión de que la opa BBVA-Sabadell se alargue es alta""",2024-10-17
1324. Los bancos españoles vuelven a reflexionar sobre qué quieren ser,2024-10-17
1325. Los 10 mayores accionistas de Sabadell superan el 25% del capital,2024-10-17
1326. Cuentas: Openbank entra en la guerra de los pagos en efectivo,2024-10-17
1327. Valores del Ibex que duplican con su dividendo los tipos de interés,2024-10-17
1328. Inditex e Iberdrola: dos titanes en subida libre,2024-10-17
1329. El Ibex cierra al filo de los 12.000 puntos y marca máximos desde 2010,2024-10-16
"1330. La Primera de Expansión sobre BBVA, CaixaBank, Apple, Enagás, Elon Musk y la criptomoneda de Trump",2024-10-16
1331. La banca europea marca otro récord de capital y se prepara para repartirlo en dividendos,2024-10-16
1332. BBVA vuelve a recortar su ganancia contable por adquirir Sabadell,2024-10-16
1333. La Audiencia Nacional condena a Unicaja a pagar el incentivo de 2023 a los trabajadores que hayan cumplido sus objetivos,2024-10-15
1334. Los bancos europeos cierran el ciclo de tipos en las alturas con los impagos a la baja,2024-10-15
1335. BBVA regalará 400 euros para captar nóminas,2024-10-15
1336. Oliu ve agotadas las fusiones nacionales y aboga por concentraciones europeas,2024-10-15
"1337. La Primera de Expansión sobre renovables, BBVA, Sabadell, Santander, Donald Trump y Taiwán",2024-10-14
"1338. La banca española luce una rentabilidad por dividendo récord del 6,8%",2024-10-14
1339. BBVA y Sabadell elevan su capacidad de pagar dividendos y la usan en la opa,2024-10-14
